Query,Tweet_count,Username,Text,Created At,Retweets,Likes,Tokenized text,Lemmatized text,label
climate change,67,Amber,elonmusk governments scientists and conservation organizations are implementing measures to combat pollution promote sustainable fishing practices and mitigate the impacts of climate change,Sat Jan 25 14:15:32 +0000 2025,0,0,"['elonmusk', 'governments', 'scientists', 'and', 'conservation', 'organizations', 'are', 'implementing', 'measures', 'to', 'combat', 'pollution', 'promote', 'sustainable', 'fishing', 'practices', 'and', 'mitigate', 'the', 'impacts', 'of', 'climate', 'change']","['elonmusk', 'government', 'scientist', 'and', 'conservation', 'organization', 'be', 'implement', 'measure', 'to', 'combat', 'pollution', 'promote', 'sustainable', 'fishing', 'practice', 'and', 'mitigate', 'the', 'impact', 'of', 'climate', 'change']",positive
healthcare,33,Kansasgma - Trump Is Forever a Felon,"rasmusjarlov the us cant even take care of their own people let alone another country
our healthcare system is abysmal
our education system is questionable
we cant even provide school lunches for our kids
arizona is going to run out of water
you want nothing to do with us",Sat Jan 25 14:35:32 +0000 2025,0,0,"['rasmusjarlov', 'the', 'us', 'cant', 'even', 'take', 'care', 'of', 'their', 'own', 'people', 'let', 'alone', 'another', 'country', 'our', 'healthcare', 'system', 'is', 'abysmal', 'our', 'education', 'system', 'is', 'questionable', 'we', 'cant', 'even', 'provide', 'school', 'lunches', 'for', 'our', 'kids', 'arizona', 'is', 'going', 'to', 'run', 'out', 'of', 'water', 'you', 'want', 'nothing', 'to', 'do', 'with', 'us']","['rasmusjarlov', 'the', 'us', 'can', 'not', 'even', 'take', 'care', 'of', 'their', 'own', 'people', 'let', 'alone', 'another', 'country', 'our', 'healthcare', 'system', 'be', 'abysmal', 'our', 'education', 'system', 'be', 'questionable', 'we', 'can', 'not', 'even', 'provide', 'school', 'lunch', 'for', 'our', 'kid', 'arizona', 'be', 'go', 'to', 'run', 'out', 'of', 'water', 'you', 'want', 'nothing', 'to', 'do', 'with', 'we']",negative
healthcare,63,Big Silly Goose,habsaddictmtl atrupar sorry no under trudeau canada has seen a surge in immigration and the canadian healthcare system will likely undergo the same slow collapse as nhs in england,Sat Jan 25 14:33:55 +0000 2025,0,0,"['habsaddictmtl', 'atrupar', 'sorry', 'no', 'under', 'trudeau', 'canada', 'has', 'seen', 'a', 'surge', 'in', 'immigration', 'and', 'the', 'canadian', 'healthcare', 'system', 'will', 'likely', 'undergo', 'the', 'same', 'slow', 'collapse', 'as', 'nhs', 'in', 'england']","['habsaddictmtl', 'atrupar', 'sorry', 'no', 'under', 'trudeau', 'canada', 'have', 'see', 'a', 'surge', 'in', 'immigration', 'and', 'the', 'canadian', 'healthcare', 'system', 'will', 'likely', 'undergo', 'the', 'same', 'slow', 'collapse', 'as', 'nhs', 'in', 'england']",negative
global economy,93,Wild🌹,"declining inflation and stable foreign exchange rates are cornerstones of kenyas economic success these achievements not only stabilize the economy but also attract global investors moodys upgrade is a validation of kenyas progress
progressyoucansee
kenya declared positive ",Sat Jan 25 13:07:39 +0000 2025,2,0,"['declining', 'inflation', 'and', 'stable', 'foreign', 'exchange', 'rates', 'are', 'cornerstones', 'of', 'kenyas', 'economic', 'success', 'these', 'achievements', 'not', 'only', 'stabilize', 'the', 'economy', 'but', 'also', 'attract', 'global', 'investors', 'moodys', 'upgrade', 'is', 'a', 'validation', 'of', 'kenyas', 'progress', 'progressyoucansee', 'kenya', 'declared', 'positive']","['decline', 'inflation', 'and', 'stable', 'foreign', 'exchange', 'rate', 'be', 'cornerstone', 'of', 'kenyas', 'economic', 'success', 'these', 'achievement', 'not', 'only', 'stabilize', 'the', 'economy', 'but', 'also', 'attract', 'global', 'investor', 'moodys', 'upgrade', 'be', 'a', 'validation', 'of', 'kenyas', 'progress', 'progressyoucansee', 'kenya', 'declare', 'positive']",positive
artificial intelligence,4,IRNA News Agency,in the final day of irgc eqtedar 1403 drills 19 qaem and almas artificial intelligence missiles were fired by the advanced mohajer 6 and ababil 5 drones and successfully destroyed the enemy targets ,Sat Jan 25 14:14:16 +0000 2025,0,0,"['in', 'the', 'final', 'day', 'of', 'irgc', 'eqtedar', '1403', 'drills', '19', 'qaem', 'and', 'almas', 'artificial', 'intelligence', 'missiles', 'were', 'fired', 'by', 'the', 'advanced', 'mohajer', '6', 'and', 'ababil', '5', 'drones', 'and', 'successfully', 'destroyed', 'the', 'enemy', 'targets']","['in', 'the', 'final', 'day', 'of', 'irgc', 'eqtedar', '1403', 'drill', '19', 'qaem', 'and', 'alma', 'artificial', 'intelligence', 'missile', 'be', 'fire', 'by', 'the', 'advanced', 'mohajer', '6', 'and', 'ababil', '5', 'drone', 'and', 'successfully', 'destroy', 'the', 'enemy', 'target']",positive
artificial intelligence,84,ethereumkiller.apt 💙 De.Fi Army, technology it leverages artificial intelligence particularly large language models llms to analyze and organize terabytes of unstructured data into actionable insights this technology helps in understanding market sentiment tracking trends and providing users with real,Sat Jan 25 13:44:18 +0000 2025,0,0,"['technology', 'it', 'leverages', 'artificial', 'intelligence', 'particularly', 'large', 'language', 'models', 'llms', 'to', 'analyze', 'and', 'organize', 'terabytes', 'of', 'unstructured', 'data', 'into', 'actionable', 'insights', 'this', 'technology', 'helps', 'in', 'understanding', 'market', 'sentiment', 'tracking', 'trends', 'and', 'providing', 'users', 'with', 'real']","['technology', 'it', 'leverage', 'artificial', 'intelligence', 'particularly', 'large', 'language', 'model', 'llm', 'to', 'analyze', 'and', 'organize', 'terabyte', 'of', 'unstructured', 'datum', 'into', 'actionable', 'insight', 'this', 'technology', 'help', 'in', 'understand', 'market', 'sentiment', 'tracking', 'trend', 'and', 'provide', 'user', 'with', 'real']",neutral
artificial intelligence,81,Ifrah💕,"together these efforts represent a monumental leap forward for global ai adoption

 what is the stargate initiative
the stargate initiative is a bold move to cement the united states as a leader in artificial intelligence",Sat Jan 25 13:45:20 +0000 2025,0,0,"['together', 'these', 'efforts', 'represent', 'a', 'monumental', 'leap', 'forward', 'for', 'global', 'ai', 'adoption', 'what', 'is', 'the', 'stargate', 'initiative', 'the', 'stargate', 'initiative', 'is', 'a', 'bold', 'move', 'to', 'cement', 'the', 'united', 'states', 'as', 'a', 'leader', 'in', 'artificial', 'intelligence']","['together', 'these', 'effort', 'represent', 'a', 'monumental', 'leap', 'forward', 'for', 'global', 'ai', 'adoption', 'what', 'be', 'the', 'stargate', 'initiative', 'the', 'stargate', 'initiative', 'be', 'a', 'bold', 'move', 'to', 'cement', 'the', 'united', 'states', 'as', 'a', 'leader', 'in', 'artificial', 'intelligence']",positive
global economy,17,ֆ𝖍𖤐𝖗𝖐,dhforhof bc its not just a shirt this is a global economy the things that you buy have parts and components from all over the world blanket tariffs will be chaos disruption in markets always bad for consumers,Sat Jan 25 14:14:00 +0000 2025,0,0,"['dhforhof', 'bc', 'its', 'not', 'just', 'a', 'shirt', 'this', 'is', 'a', 'global', 'economy', 'the', 'things', 'that', 'you', 'buy', 'have', 'parts', 'and', 'components', 'from', 'all', 'over', 'the', 'world', 'blanket', 'tariffs', 'will', 'be', 'chaos', 'disruption', 'in', 'markets', 'always', 'bad', 'for', 'consumers']","['dhforhof', 'bc', 'its', 'not', 'just', 'a', 'shirt', 'this', 'be', 'a', 'global', 'economy', 'the', 'thing', 'that', 'you', 'buy', 'have', 'part', 'and', 'component', 'from', 'all', 'over', 'the', 'world', 'blanket', 'tariff', 'will', 'be', 'chaos', 'disruption', 'in', 'market', 'always', 'bad', 'for', 'consumer']",negative
healthcare,24,Steve,we tend to blame the patients for using 911 and the er as their defacto primary care when in reality the us healthcare system has been failing so many of these people for so long that it has resulted in generational dependence on ems and the emergency room,Sat Jan 25 14:36:11 +0000 2025,0,0,"['we', 'tend', 'to', 'blame', 'the', 'patients', 'for', 'using', '911', 'and', 'the', 'er', 'as', 'their', 'defacto', 'primary', 'care', 'when', 'in', 'reality', 'the', 'us', 'healthcare', 'system', 'has', 'been', 'failing', 'so', 'many', 'of', 'these', 'people', 'for', 'so', 'long', 'that', 'it', 'has', 'resulted', 'in', 'generational', 'dependence', 'on', 'ems', 'and', 'the', 'emergency', 'room']","['we', 'tend', 'to', 'blame', 'the', 'patient', 'for', 'use', '911', 'and', 'the', 'er', 'as', 'their', 'defacto', 'primary', 'care', 'when', 'in', 'reality', 'the', 'us', 'healthcare', 'system', 'have', 'be', 'fail', 'so', 'many', 'of', 'these', 'people', 'for', 'so', 'long', 'that', 'it', 'have', 'result', 'in', 'generational', 'dependence', 'on', 'ems', 'and', 'the', 'emergency', 'room']",negative
healthcare,47,古Noble Savage ⚡️,pmarca ai should revolutionize private healthcare and private education driving prices to zero,Sat Jan 25 14:34:59 +0000 2025,0,0,"['pmarca', 'ai', 'should', 'revolutionize', 'private', 'healthcare', 'and', 'private', 'education', 'driving', 'prices', 'to', 'zero']","['pmarca', 'ai', 'should', 'revolutionize', 'private', 'healthcare', 'and', 'private', 'education', 'drive', 'price', 'to', 'zero']",positive
global economy,36,amit,"davos underscores indias progress toward becoming a key player in the global economysmritiiraniatdavos

",Sat Jan 25 13:55:29 +0000 2025,0,0,"['davos', 'underscores', 'indias', 'progress', 'toward', 'becoming', 'a', 'key', 'player', 'in', 'the', 'global', 'economysmritiiraniatdavos']","['davos', 'underscores', 'india', 'progress', 'toward', 'become', 'a', 'key', 'player', 'in', 'the', 'global', 'economysmritiiraniatdavos']",positive
space exploration,16,American Patriot 🇺🇸,elonmusk that is fucking amazing thank you elon musk for making the us the leader in space exploration once again i was 7 years old when we landed on the moon and it is one of the most memorable moments of my life i cant wait to see an american plant our flag on mars,Sat Jan 25 13:57:03 +0000 2025,0,1,"['elonmusk', 'that', 'is', 'fucking', 'amazing', 'thank', 'you', 'elon', 'musk', 'for', 'making', 'the', 'us', 'the', 'leader', 'in', 'space', 'exploration', 'once', 'again', 'i', 'was', '7', 'years', 'old', 'when', 'we', 'landed', 'on', 'the', 'moon', 'and', 'it', 'is', 'one', 'of', 'the', 'most', 'memorable', 'moments', 'of', 'my', 'life', 'i', 'cant', 'wait', 'to', 'see', 'an', 'american', 'plant', 'our', 'flag', 'on', 'mars']","['elonmusk', 'that', 'be', 'fucking', 'amazing', 'thank', 'you', 'elon', 'musk', 'for', 'make', 'the', 'we', 'the', 'leader', 'in', 'space', 'exploration', 'once', 'again', 'I', 'be', '7', 'year', 'old', 'when', 'we', 'land', 'on', 'the', 'moon', 'and', 'it', 'be', 'one', 'of', 'the', 'most', 'memorable', 'moment', 'of', 'my', 'life', 'I', 'can', 'not', 'wait', 'to', 'see', 'an', 'american', 'plant', 'our', 'flag', 'on', 'mar']",neutral
global economy,57,EveryBiz,"4 key highlights

geopolitics leaders called for constructive optimism to address global conflicts

climate balancing energy needs with sustainability was a big topic

economy talks on trade policies could impact jobs and product prices",Sat Jan 25 13:35:35 +0000 2025,0,0,"['4', 'key', 'highlights', 'geopolitics', 'leaders', 'called', 'for', 'constructive', 'optimism', 'to', 'address', 'global', 'conflicts', 'climate', 'balancing', 'energy', 'needs', 'with', 'sustainability', 'was', 'a', 'big', 'topic', 'economy', 'talks', 'on', 'trade', 'policies', 'could', 'impact', 'jobs', 'and', 'product', 'prices']","['4', 'key', 'highlight', 'geopolitic', 'leader', 'call', 'for', 'constructive', 'optimism', 'to', 'address', 'global', 'conflict', 'climate', 'balance', 'energy', 'need', 'with', 'sustainability', 'be', 'a', 'big', 'topic', 'economy', 'talk', 'on', 'trade', 'policy', 'could', 'impact', 'job', 'and', 'product', 'price']",negative
sports,49,sandy,viveknewsx yes hollywood has to start making great movies again not some woke political crap we suffered thru i dont want to know your fake acting cry for us anymore  actually do the work you were hired to do entertain us amp that includes sports amp the still lying left press ,Sat Jan 25 14:35:29 +0000 2025,0,0,"['viveknewsx', 'yes', 'hollywood', 'has', 'to', 'start', 'making', 'great', 'movies', 'again', 'not', 'some', 'woke', 'political', 'crap', 'we', 'suffered', 'thru', 'i', 'dont', 'want', 'to', 'know', 'your', 'fake', 'acting', 'cry', 'for', 'us', 'anymore', 'actually', 'do', 'the', 'work', 'you', 'were', 'hired', 'to', 'do', 'entertain', 'us', 'amp', 'that', 'includes', 'sports', 'amp', 'the', 'still', 'lying', 'left', 'press']","['viveknewsx', 'yes', 'hollywood', 'have', 'to', 'start', 'make', 'great', 'movie', 'again', 'not', 'some', 'wake', 'political', 'crap', 'we', 'suffer', 'thru', 'I', 'do', 'not', 'want', 'to', 'know', 'your', 'fake', 'acting', 'cry', 'for', 'we', 'anymore', 'actually', 'do', 'the', 'work', 'you', 'be', 'hire', 'to', 'do', 'entertain', 'we', 'amp', 'that', 'include', 'sport', 'amp', 'the', 'still', 'lie', 'leave', 'press']",neutral
space exploration,50,Carlos Fernández,astrobotic love seeing projects like pitms push the field of space exploration forward with new data,Sat Jan 25 12:41:15 +0000 2025,0,0,"['astrobotic', 'love', 'seeing', 'projects', 'like', 'pitms', 'push', 'the', 'field', 'of', 'space', 'exploration', 'forward', 'with', 'new', 'data']","['astrobotic', 'love', 'see', 'project', 'like', 'pitms', 'push', 'the', 'field', 'of', 'space', 'exploration', 'forward', 'with', 'new', 'datum']",positive
space exploration,100,Space Universe,"isro plans a significant budget boost for future space missions

the indian space research organisation isro is gearing up for a remarkable leap in its space exploration efforts to support ambitious deep space missions and the development of nextgeneration heavylift rockets ",Sat Jan 25 09:58:22 +0000 2025,1,1,"['isro', 'plans', 'a', 'significant', 'budget', 'boost', 'for', 'future', 'space', 'missions', 'the', 'indian', 'space', 'research', 'organisation', 'isro', 'is', 'gearing', 'up', 'for', 'a', 'remarkable', 'leap', 'in', 'its', 'space', 'exploration', 'efforts', 'to', 'support', 'ambitious', 'deep', 'space', 'missions', 'and', 'the', 'development', 'of', 'nextgeneration', 'heavylift', 'rockets']","['isro', 'plan', 'a', 'significant', 'budget', 'boost', 'for', 'future', 'space', 'mission', 'the', 'indian', 'space', 'research', 'organisation', 'isro', 'be', 'gear', 'up', 'for', 'a', 'remarkable', 'leap', 'in', 'its', 'space', 'exploration', 'effort', 'to', 'support', 'ambitious', 'deep', 'space', 'mission', 'and', 'the', 'development', 'of', 'nextgeneration', 'heavylift', 'rocket']",positive
machine learning,87,Techvida,the ai industry is moving at lightning pace its placing a massive strain on ai and machine learning researchers ,Sat Jan 25 13:00:53 +0000 2025,0,0,"['the', 'ai', 'industry', 'is', 'moving', 'at', 'lightning', 'pace', 'its', 'placing', 'a', 'massive', 'strain', 'on', 'ai', 'and', 'machine', 'learning', 'researchers']","['the', 'ai', 'industry', 'be', 'move', 'at', 'lightning', 'pace', 'its', 'place', 'a', 'massive', 'strain', 'on', 'ai', 'and', 'machine', 'learn', 'researcher']",negative
elon musk,88,Robert Cimino ™️ of the Alliance,all the conspiracy theories have come true and often times much worse than we expected  elon musk,Sat Jan 25 14:13:14 +0000 2025,0,1,"['all', 'the', 'conspiracy', 'theories', 'have', 'come', 'true', 'and', 'often', 'times', 'much', 'worse', 'than', 'we', 'expected', 'elon', 'musk']","['all', 'the', 'conspiracy', 'theory', 'have', 'come', 'true', 'and', 'often', 'time', 'much', 'bad', 'than', 'we', 'expect', 'elon', 'musk']",negative
climate change,53,All India Radio News,"each of us must contribute to the efforts to counter the global threat of climate change there have been two exemplary initiatives in this regard presidentmurmu 

republicdaywithakashvani  rashtrapatibhvn  republicday  ",Sat Jan 25 14:17:08 +0000 2025,0,4,"['each', 'of', 'us', 'must', 'contribute', 'to', 'the', 'efforts', 'to', 'counter', 'the', 'global', 'threat', 'of', 'climate', 'change', 'there', 'have', 'been', 'two', 'exemplary', 'initiatives', 'in', 'this', 'regard', 'presidentmurmu', 'republicdaywithakashvani', 'rashtrapatibhvn', 'republicday']","['each', 'of', 'we', 'must', 'contribute', 'to', 'the', 'effort', 'to', 'counter', 'the', 'global', 'threat', 'of', 'climate', 'change', 'there', 'have', 'be', 'two', 'exemplary', 'initiative', 'in', 'this', 'regard', 'presidentmurmu', 'republicdaywithakashvani', 'rashtrapatibhvn', 'republicday']",positive
